atom x[N] y[N] z[N]
464 -6.07478e-13 -2.77374e-12 -3.6507e-12 
465 -6.0884e-13 -2.77187e-12 -3.65237e-12 
466 -6.10205e-13 -2.77803e-12 -3.64572e-12 
467 -6.03644e-13 -2.79201e-12 -3.66735e-12 
468 -6.12936e-13 -2.79817e-12 -3.68146e-12 
469 -6.14319e-13 -2.7963e-12 -3.68313e-12 
470 -6.15704e-13 -2.80246e-12 -3.67647e-12 
471 -6.0915e-13 -2.81644e-12 -3.6981e-12 
472 -6.18529e-13 -2.82261e-12 -3.71222e-12 
473 -6.20418e-13 -2.82065e-12 -3.71397e-12 
474 -6.22313e-13 -2.82689e-12 -3.70722e-12 
475 -6.1585e-13 -2.84086e-12 -3.72884e-12 
476 -6.31641e-13 -2.84764e-12 -3.74357e-12 
477 -6.23706e-13 -2.85307e-12 -3.73792e-12 
478 -6.15729e-13 -2.85192e-12 -3.73858e-12 
479 -6.15676e-13 -2.86526e-12 -3.75956e-12 
480 -6.15674e-13 -2.8787e-12 -3.78096e-12 
481 -6.23501e-13 -2.87747e-12 -3.782e-12 
482 -6.31385e-13 -2.88299e-12 -3.77596e-12 
483 -6.1557e-13 -2.88967e-12 -3.79027e-12 
484 -6.25343e-13 -2.89573e-12 -3.8043e-12 
485 -6.268e-13 -2.89386e-12 -3.80595e-12 
486 -6.28256e-13 -2.9e-12 -3.79928e-12 
487 -6.22226e-13 -2.91405e-12 -3.82097e-12 
488 -6.31532e-13 -2.92019e-12 -3.83508e-12 
489 -6.32897e-13 -2.91832e-12 -3.83674e-12 
490 -6.34263e-13 -2.92446e-12 -3.83006e-12 
491 -6.27728e-13 -2.93843e-12 -3.85166e-12 
492 -6.37007e-13 -2.94457e-12 -3.86577e-12 
493 -6.38365e-13 -2.94269e-12 -3.86743e-12 
494 -6.39725e-13 -2.94884e-12 -3.86074e-12 
495 -6.3317e-13 -2.96279e-12 -3.88234e-12 
496 -6.42445e-13 -2.96894e-12 -3.89645e-12 
497 -6.43801e-13 -2.96706e-12 -3.8981e-12 
498 -6.45159e-13 -2.9732e-12 -3.89141e-12 
499 -6.38602e-13 -2.98715e-12 -3.91301e-12 
500 -6.47875e-13 -2.99329e-12 -3.92711e-12 
501 -6.4923e-13 -2.99141e-12 -3.92876e-12 
502 -6.50587e-13 -2.99755e-12 -3.92207e-12 
503 -6.4403e-13 -3.0115e-12 -3.94366e-12 
504 -6.53302e-13 -3.01764e-12 -3.95776e-12 
505 -6.54656e-13 -3.01576e-12 -3.95941e-12 
506 -6.56013e-13 -3.02189e-12 -3.95271e-12 
507 -6.49456e-13 -3.03584e-12 -3.9743e-12 
508 -6.58726e-13 -3.04198e-12 -3.9884e-12 
509 -6.6008e-13 -3.04009e-12 -3.99005e-12 
510 -6.61437e-13 -3.04623e-12 -3.98335e-12 
511 -6.54881e-13 -3.06017e-12 -4.00493e-12 
512 -6.64149e-13 -3.0663e-12 -4.01903e-12 
513 -6.65503e-13 -3.06442e-12 -4.02068e-12 
514 -6.66858e-13 -3.07055e-12 -4.01397e-12 
515 -6.60303e-13 -3.08449e-12 -4.03554e-12 
516 -6.69569e-13 -3.09062e-12 -4.04965e-12 
517 -6.70922e-13 -3.08873e-12 -4.05129e-12 
518 -6.72277e-13 -3.09486e-12 -4.04458e-12 
519 -6.65722e-13 -3.1088e-12 -4.06615e-12 
520 -6.74987e-13 -3.11493e-12 -4.08025e-12 
521 -6.7634e-13 -3.11304e-12 -4.08189e-12 
522 -6.77695e-13 -3.11917e-12 -4.07518e-12 
523 -6.7114e-13 -3.1331e-12 -4.09674e-12 
524 -6.80404e-13 -3.13923e-12 -4.11084e-12 
525 -6.81756e-13 -3.13734e-12 -4.11248e-12 
526 -6.8311e-13 -3.14346e-12 -4.10576e-12 
527 -6.76556e-13 -3.15739e-12 -4.12732e-12 
528 -6.85818e-13 -3.16352e-12 -4.14142e-12 
529 -6.8717e-13 -3.16162e-12 -4.14306e-12 
530 -6.88524e-13 -3.16775e-12 -4.13634e-12 
531 -6.8197e-13 -3.18167e-12 -4.15789e-12 
532 -6.91231e-13 -3.18779e-12 -4.17199e-12 
533 -6.92581e-13 -3.1859e-12 -4.17363e-12 
534 -6.93935e-13 -3.19202e-12 -4.1669e-12 
535 -6.87381e-13 -3.20595e-12 -4.18845e-12 
536 -6.9664e-13 -3.21206e-12 -4.20255e-12 
537 -6.97991e-13 -3.21017e-12 -4.20418e-12 
538 -6.99344e-13 -3.21629e-12 -4.19745e-12 
539 -6.92791e-13 -3.23021e-12 -4.21899e-12 
540 -7.02049e-13 -3.23632e-12 -4.23309e-12 
541 -7.034e-13 -3.23443e-12 -4.23472e-12 
542 -7.04753e-13 -3.24055e-12 -4.22798e-12 
543 -6.98201e-13 -3.25446e-12 -4.24952e-12 
544 -7.07458e-13 -3.26058e-12 -4.26362e-12 
545 -7.0881e-13 -3.25868e-12 -4.26525e-12 
546 -7.10165e-13 -3.26479e-12 -4.25851e-12 
547 -7.03614e-13 -3.2787e-12 -4.28004e-12 
548 -7.12876e-13 -3.28482e-12 -4.29414e-12 
549 -7.14248e-13 -3.28292e-12 -4.29577e-12 
550 -7.15623e-13 -3.28903e-12 -4.28902e-12 
551 -7.09079e-13 -3.30294e-12 -4.31055e-12 
552 -7.18427e-13 -3.30906e-12 -4.32466e-12 
553 -7.20305e-13 -3.30708e-12 -4.32637e-12 
554 -7.22189e-13 -3.31327e-12 -4.31953e-12 
555 -7.15736e-13 -3.32716e-12 -4.34105e-12 
556 -7.3148e-13 -3.33389e-12 -4.35577e-12 
557 -7.23559e-13 -3.33928e-12 -4.3501e-12 
558 -7.15595e-13 -3.33809e-12 -4.35065e-12 
559 -7.15536e-13 -3.35137e-12 -4.37153e-12 
560 -7.15527e-13 -3.36475e-12 -4.39291e-12 
561 -7.23327e-13 -3.36348e-12 -4.3939e-12 
562 -7.31185e-13 -3.36896e-12 -4.38776e-12 
563 -7.15403e-13 -3.37559e-12 -4.402e-12 
564 -7.25145e-13 -3.3816e-12 -4.41602e-12 
565 -7.26591e-13 -3.37971e-12 -4.41763e-12 
566 -7.28037e-13 -3.3858e-12 -4.41087e-12 
567 -7.22016e-13 -3.39978e-12 -4.43246e-12 
568 -7.31291e-13 -3.40587e-12 -4.44656e-12 
569 -7.32646e-13 -3.40397e-12 -4.44817e-12 
570 -7.34002e-13 -3.41007e-12 -4.4414e-12 
571 -7.27477e-13 -3.42396e-12 -4.46291e-12 
572 -7.36726e-13 -3.43006e-12 -4.47701e-12 
573 -7.38074e-13 -3.42815e-12 -4.47862e-12 
574 -7.39423e-13 -3.43425e-12 -4.47184e-12 
575 -7.32878e-13 -3.44814e-12 -4.49335e-12 
576 -7.42123e-13 -3.45423e-12 -4.50744e-12 
577 -7.43469e-13 -3.45233e-12 -4.50905e-12 
578 -7.44817e-13 -3.45842e-12 -4.50227e-12 
579 -7.3827e-13 -3.47231e-12 -4.52377e-12 
580 -7.47513e-13 -3.4784e-12 -4.53787e-12 
581 -7.48858e-13 -3.47649e-12 -4.53948e-12 
582 -7.50205e-13 -3.48258e-12 -4.53269e-12 
583 -7.43658e-13 -3.49646e-12 -4.55418e-12 
584 -7.52899e-13 -3.50255e-12 -4.56828e-12 
585 -7.54243e-13 -3.50064e-12 -4.56989e-12 
586 -7.5559e-13 -3.50673e-12 -4.56309e-12 
587 -7.49043e-13 -3.52061e-12 -4.58458e-12 
588 -7.58283e-13 -3.5267e-12 -4.59868e-12 
589 -7.59627e-13 -3.52479e-12 -4.60028e-12 
590 -7.60974e-13 -3.53088e-12 -4.59349e-12 
591 -7.54428e-13 -3.54475e-12 -4.61497e-12 
592 -7.63666e-13 -3.55084e-12 -4.62907e-12 
593 -7.65009e-13 -3.54892e-12 -4.63067e-12 
594 -7.66355e-13 -3.55501e-12 -4.62387e-12 
595 -7.59809e-13 -3.56888e-12 -4.64534e-12 
596 -7.69045e-13 -3.57496e-12 -4.65944e-12 
597 -7.70388e-13 -3.57305e-12 -4.66104e-12 
598 -7.71733e-13 -3.57913e-12 -4.65423e-12 
599 -7.65188e-13 -3.593e-12 -4.67571e-12 
600 -7.74423e-13 -3.59908e-12 -4.6898e-12 
601 -7.75765e-13 -3.59716e-12 -4.6914e-12 
602 -7.7711e-13 -3.60324e-12 -4.68459e-12 
603 -7.70565e-13 -3.61711e-12 -4.70606e-12 
604 -7.79799e-13 -3.62319e-12 -4.72015e-12 
605 -7.81141e-13 -3.62127e-12 -4.72175e-12 
606 -7.82485e-13 -3.62735e-12 -4.71493e-12 
607 -7.75941e-13 -3.64121e-12 -4.7364e-12 
608 -7.85173e-13 -3.64728e-12 -4.75049e-12 
609 -7.86514e-13 -3.64536e-12 -4.75209e-12 
610 -7.87858e-13 -3.65144e-12 -4.74527e-12 
611 -7.81314e-13 -3.6653e-12 -4.76673e-12 
612 -7.90545e-13 -3.67137e-12 -4.78082e-12 
613 -7.91885e-13 -3.66945e-12 -4.78241e-12 
614 -7.93229e-13 -3.67552e-12 -4.77559e-12 
615 -7.86685e-13 -3.68938e-12 -4.79704e-12 
616 -7.95914e-13 -3.69545e-12 -4.81113e-12 
617 -7.97255e-13 -3.69353e-12 -4.81272e-12 
618 -7.98597e-13 -3.6996e-12 -4.80589e-12 
619 -7.92055e-13 -3.71345e-12 -4.82734e-12 
620 -8.01282e-13 -3.71952e-12 -4.84144e-12 
621 -8.02623e-13 -3.7176e-12 -4.84302e-12 
622 -8.03966e-13 -3.72366e-12 -4.83619e-12 
623 -7.97423e-13 -3.73751e-12 -4.85763e-12 
624 -8.06651e-13 -3.74358e-12 -4.87173e-12 
625 -8.07993e-13 -3.74165e-12 -4.87331e-12 
626 -8.09337e-13 -3.74772e-12 -4.86647e-12 
627 -8.02797e-13 -3.76156e-12 -4.88791e-12 
628 -8.12028e-13 -3.76763e-12 -4.90201e-12 
629 -8.1339e-13 -3.7657e-12 -4.90359e-12 
630 -8.14755e-13 -3.77177e-12 -4.89674e-12 
631 -8.08221e-13 -3.78561e-12 -4.91818e-12 
632 -8.17539e-13 -3.79168e-12 -4.93228e-12 
633 -8.19405e-13 -3.78967e-12 -4.93394e-12 
634 -8.21277e-13 -3.79581e-12 -4.92701e-12 
635 -8.14834e-13 -3.80964e-12 -4.94844e-12 
636 -8.30531e-13 -3.81632e-12 -4.96315e-12 
637 -8.22624e-13 -3.82166e-12 -4.95745e-12 
638 -8.14674e-13 -3.82045e-12 -4.95789e-12 
639 -8.14608e-13 -3.83366e-12 -4.97868e-12 
640 -8.14592e-13 -3.84696e-12 -5.00003e-12 
641 -8.22366e-13 -3.84567e-12 -5.00098e-12 
642 -8.30197e-13 -3.85111e-12 -4.99475e-12 
643 -8.14449e-13 -3.85768e-12 -5.00891e-12 
644 -8.24159e-13 -3.86365e-12 -5.02292e-12 
645 -8.25595e-13 -3.86172e-12 -5.02448e-12 
646 -8.2703e-13 -3.86777e-12 -5.01763e-12 
647 -8.21018e-13 -3.88168e-12 -5.03913e-12 
648 -8.30263e-13 -3.88773e-12 -5.05322e-12 
649 -8.31607e-13 -3.88579e-12 -5.05479e-12 
650 -8.32954e-13 -3.89185e-12 -5.04792e-12 
651 -8.26438e-13 -3.90567e-12 -5.06933e-12 
652 -8.35657e-13 -3.91172e-12 -5.08342e-12 
653 -8.36995e-13 -3.90979e-12 -5.08499e-12 
654 -8.38334e-13 -3.91583e-12 -5.07812e-12 
655 -8.31799e-13 -3.92965e-12 -5.09953e-12 
656 -8.41014e-13 -3.9357e-12 -5.11362e-12 
657 -8.4235e-13 -3.93377e-12 -5.11518e-12 
658 -8.43688e-13 -3.93981e-12 -5.10831e-12 
659 -8.3715e-13 -3.95363e-12 -5.12971e-12 
660 -8.46363e-13 -3.95967e-12 -5.1438e-12 
661 -8.47698e-13 -3.95774e-12 -5.14536e-12 
662 -8.49035e-13 -3.96378e-12 -5.13848e-12 
663 -8.42498e-13 -3.97759e-12 -5.15988e-12 
664 -8.51709e-13 -3.98364e-12 -5.17397e-12 
665 -8.53043e-13 -3.9817e-12 -5.17553e-12 
666 -8.5438e-13 -3.98774e-12 -5.16865e-12 
667 -8.47843e-13 -4.00155e-12 -5.19004e-12 
668 -8.57052e-13 -4.00759e-12 -5.20413e-12 
669 -8.58386e-13 -4.00565e-12 -5.20569e-12 
670 -8.59723e-13 -4.01169e-12 -5.1988e-12 
671 -8.53187e-13 -4.02549e-12 -5.22019e-12 
672 -8.62394e-13 -4.03153e-12 -5.23427e-12 
673 -8.63728e-13 -4.02959e-12 -5.23583e-12 
674 -8.65063e-13 -4.03563e-12 -5.22894e-12 
675 -8.58527e-13 -4.04943e-12 -5.25032e-12 
676 -8.67734e-13 -4.05547e-12 -5.26441e-12 
677 -8.69066e-13 -4.05352e-12 -5.26596e-12 
678 -8.70401e-13 -4.05956e-12 -5.25906e-12 
679 -8.63866e-13 -4.07336e-12 -5.28044e-12 
680 -8.73071e-13 -4.07939e-12 -5.29453e-12 
681 -8.74403e-13 -4.07745e-12 -5.29608e-12 
682 -8.75738e-13 -4.08348e-12 -5.28918e-12 
683 -8.69203e-13 -4.09727e-12 -5.31055e-12 
684 -8.78406e-13 -4.1033e-12 -5.32464e-12 
685 -8.79738e-13 -4.10136e-12 -5.32619e-12 
686 -8.81072e-13 -4.10739e-12 -5.31928e-12 
687 -8.74538e-13 -4.12118e-12 -5.34065e-12 
688 -8.8374e-13 -4.12721e-12 -5.35474e-12 
689 -8.85071e-13 -4.12526e-12 -5.35628e-12 
690 -8.86405e-13 -4.13129e-12 -5.34937e-12 
691 -8.79871e-13 -4.14508e-12 -5.37074e-12 
692 -8.89071e-13 -4.1511e-12 -5.38482e-12 
693 -8.90402e-13 -4.14916e-12 -5.38637e-12 
694 -8.91735e-13 -4.15518e-12 -5.37945e-12 
695 -8.85202e-13 -4.16897e-12 -5.40081e-12 
696 -8.944e-13 -4.17499e-12 -5.4149e-12 
697 -8.95731e-13 -4.17304e-12 -5.41644e-12 
698 -8.97063e-13 -4.17906e-12 -5.40952e-12 
699 -8.90531e-13 -4.19285e-12 -5.43087e-12 
700 -8.99728e-13 -4.19887e-12 -5.44496e-12 
701 -9.01058e-13 -4.19692e-12 -5.4465e-12 
702 -9.02391e-13 -4.20294e-12 -5.43957e-12 
703 -8.95859e-13 -4.21672e-12 -5.46092e-12 
704 -9.05056e-13 -4.22273e-12 -5.47501e-12 
705 -9.06388e-13 -4.22078e-12 -5.47655e-12 
706 -9.07722e-13 -4.2268e-12 -5.46961e-12 
707 -9.01192e-13 -4.24057e-12 -5.49096e-12 
708 -9.10393e-13 -4.24659e-12 -5.50504e-12 
709 -9.11745e-13 -4.24464e-12 -5.50658e-12 
710 -9.13099e-13 -4.25065e-12 -5.49964e-12 
711 -9.06575e-13 -4.26442e-12 -5.52098e-12 
712 -9.15863e-13 -4.27045e-12 -5.53508e-12 
713 -9.17718e-13 -4.26841e-12 -5.53669e-12 
714 -9.19578e-13 -4.2745e-12 -5.52967e-12 
715 -9.13145e-13 -4.28827e-12 -5.551e-12 
716 -9.28795e-13 -4.29489e-12 -5.56571e-12 
717 -9.20901e-13 -4.30019e-12 -5.55998e-12 
718 -9.12965e-13 -4.29895e-12 -5.5603e-12 
719 -9.12892e-13 -4.31209e-12 -5.581e-12 
720 -9.1287e-13 -4.32533e-12 -5.60232e-12 
721 -9.20617e-13 -4.32401e-12 -5.60323e-12 
722 -9.28421e-13 -4.3294e-12 -5.5969e-12 
723 -9.12707e-13 -4.33592e-12 -5.61099e-12 
724 -9.22386e-13 -4.34184e-12 -5.62499e-12 
725 -9.23811e-13 -4.33989e-12 -5.62651e-12 
726 -9.25236e-13 -4.34589e-12 -5.61956e-12 
727 -9.19233e-13 -4.35973e-12 -5.64097e-12 
728 -9.28447e-13 -4.36573e-12 -5.65505e-12 
729 -9.29782e-13 -4.36377e-12 -5.65657e-12 
730 -9.31118e-13 -4.36977e-12 -5.64961e-12 
731 -9.24612e-13 -4.38353e-12 -5.67093e-12 
732 -9.33801e-13 -4.38953e-12 -5.68501e-12 
733 -9.35128e-13 -4.38757e-12 -5.68654e-12 
734 -9.36458e-13 -4.39357e-12 -5.67957e-12 
735 -9.29933e-13 -4.40732e-12 -5.70088e-12 
736 -9.39117e-13 -4.41332e-12 -5.71497e-12 
737 -9.40443e-13 -4.41136e-12 -5.71649e-12 
738 -9.41771e-13 -4.41736e-12 -5.70952e-12 
739 -9.35243e-13 -4.4311e-12 -5.73083e-12 
740 -9.44426e-13 -4.4371e-12 -5.74491e-12 
741 -9.45751e-13 -4.43514e-12 -5.74643e-12 
742 -9.47078e-13 -4.44113e-12 -5.73945e-12 
743 -9.40551e-13 -4.45488e-12 -5.76075e-12 
744 -9.49731e-13 -4.46087e-12 -5.77484e-12 
745 -9.51055e-13 -4.45891e-12 -5.77635e-12 
746 -9.52382e-13 -4.4649e-12 -5.76937e-12 
747 -9.45855e-13 -4.47864e-12 -5.79067e-12 
748 -9.55034e-13 -4.48463e-12 -5.80475e-12 
749 -9.56358e-13 -4.48267e-12 -5.80627e-12 
750 -9.57685e-13 -4.48866e-12 -5.79928e-12 
751 -9.51158e-13 -4.5024e-12 -5.82058e-12 
752 -9.60336e-13 -4.50839e-12 -5.83466e-12 
753 -9.61659e-13 -4.50642e-12 -5.83617e-12 
754 -9.62985e-13 -4.51241e-12 -5.82918e-12 
755 -9.56459e-13 -4.52614e-12 -5.85047e-12 
756 -9.65635e-13 -4.53213e-12 -5.86455e-12 
757 -9.66957e-13 -4.53016e-12 -5.86606e-12 
758 -9.68282e-13 -4.53614e-12 -5.85907e-12 
759 -9.61757e-13 -4.54988e-12 -5.88035e-12 
760 -9.70931e-13 -4.55586e-12 -5.89443e-12 
761 -9.72254e-13 -4.55389e-12 -5.89594e-12 
762 -9.73578e-13 -4.55987e-12 -5.88894e-12 
763 -9.67053e-13 -4.5736e-12 -5.91022e-12 
764 -9.76227e-13 -4.57958e-12 -5.9243e-12 
765 -9.77548e-13 -4.57761e-12 -5.9258e-12 
766 -9.78872e-13 -4.58359e-12 -5.9188e-12 
767 -9.72348e-13 -4.59732e-12 -5.94008e-12 
768 -9.8152e-13 -4.6033e-12 -5.95416e-12 
769 -9.82841e-13 -4.60132e-12 -5.95566e-12 
770 -9.84164e-13 -4.6073e-12 -5.94865e-12 
771 -9.77641e-13 -4.62102e-12 -5.96992e-12 
772 -9.86811e-13 -4.627e-12 -5.984e-12 
773 -9.88131e-13 -4.62502e-12 -5.9855e-12 
774 -9.89454e-13 -4.631e-12 -5.97849e-12 
775 -9.82931e-13 -4.64472e-12 -5.99975e-12 
776 -9.92099e-13 -4.65069e-12 -6.01383e-12 
777 -9.93419e-13 -4.64872e-12 -6.01533e-12 
778 -9.94742e-13 -4.65469e-12 -6.00832e-12 
779 -9.88219e-13 -4.66841e-12 -6.02957e-12 
780 -9.97386e-13 -4.67438e-12 -6.04365e-12 
781 -9.98707e-13 -4.6724e-12 -6.04515e-12 
782 -1.00003e-12 -4.67837e-12 -6.03813e-12 
783 -9.93507e-13 -4.69208e-12 -6.05938e-12 
784 -1.00267e-12 -4.69805e-12 -6.07346e-12 
785 -1.004e-12 -4.69607e-12 -6.07495e-12 
786 -1.00532e-12 -4.70204e-12 -6.06793e-12 
787 -9.98799e-13 -4.71575e-12 -6.08918e-12 
788 -1.00797e-12 -4.72172e-12 -6.10326e-12 
789 -1.00931e-12 -4.71974e-12 -6.10475e-12 
790 -1.01066e-12 -4.72571e-12 -6.09772e-12 
791 -1.00414e-12 -4.73941e-12 -6.11896e-12 
792 -1.0134e-12 -4.74539e-12 -6.13305e-12 
793 -1.01524e-12 -4.74332e-12 -6.13462e-12 
794 -1.01709e-12 -4.74937e-12 -6.12751e-12 
795 -1.01067e-12 -4.76306e-12 -6.14874e-12 
796 -1.02627e-12 -4.76964e-12 -6.16343e-12 
797 -1.01839e-12 -4.77489e-12 -6.15768e-12 
798 -1.01047e-12 -4.77362e-12 -6.1579e-12 
799 -1.01039e-12 -4.7867e-12 -6.17849e-12 
800 -1.01036e-12 -4.79987e-12 -6.19979e-12 
801 -1.01808e-12 -4.79851e-12 -6.20066e-12 
802 -1.02586e-12 -4.80386e-12 -6.19424e-12 
803 -1.01018e-12 -4.81033e-12 -6.20824e-12 
804 -1.01982e-12 -4.81621e-12 -6.22224e-12 
805 -1.02124e-12 -4.81423e-12 -6.22371e-12 
806 -1.02265e-12 -4.82018e-12 -6.21667e-12 
807 -1.01666e-12 -4.83395e-12 -6.23798e-12 
808 -1.02584e-12 -4.8399e-12 -6.25205e-12 
809 -1.02717e-12 -4.83792e-12 -6.25353e-12 
810 -1.02849e-12 -4.84387e-12 -6.24648e-12 
811 -1.022e-12 -4.85756e-12 -6.2677e-12 
812 -1.03116e-12 -4.86351e-12 -6.28178e-12 
813 -1.03247e-12 -4.86152e-12 -6.28326e-12 
814 -1.03379e-12 -4.86748e-12 -6.2762e-12 
815 -1.02728e-12 -4.88116e-12 -6.29742e-12 
816 -1.03643e-12 -4.88711e-12 -6.31149e-12 
817 -1.03775e-12 -4.88512e-12 -6.31297e-12 
818 -1.03907e-12 -4.89107e-12 -6.30591e-12 
819 -1.03255e-12 -4.90476e-12 -6.32712e-12 
820 -1.0417e-12 -4.9107e-12 -6.34119e-12 
821 -1.04302e-12 -4.90871e-12 -6.34266e-12 
822 -1.04433e-12 -4.91466e-12 -6.3356e-12 
823 -1.03782e-12 -4.92834e-12 -6.3568e-12 
824 -1.04697e-12 -4.93428e-12 -6.37088e-12 
825 -1.04828e-12 -4.93229e-12 -6.37235e-12 
826 -1.0496e-12 -4.93824e-12 -6.36528e-12 
827 -1.04308e-12 -4.95191e-12 -6.38648e-12 
828 -1.05223e-12 -4.95785e-12 -6.40055e-12 
829 -1.05354e-12 -4.95586e-12 -6.40202e-12 
830 -1.05486e-12 -4.9618e-12 -6.39495e-12 
831 -1.04834e-12 -4.97547e-12 -6.41614e-12 
832 -1.05749e-12 -4.98142e-12 -6.43022e-12 
833 -1.0588e-12 -4.97942e-12 -6.43168e-12 
834 -1.06012e-12 -4.98536e-12 -6.4246e-12 
835 -1.0536e-12 -4.99903e-12 -6.4458e-12 
836 -1.06275e-12 -5.00497e-12 -6.45987e-12 
837 -1.06406e-12 -5.00297e-12 -6.46133e-12 
838 -1.06538e-12 -5.00891e-12 -6.45425e-12 
839 -1.05886e-12 -5.02257e-12 -6.47544e-12 
840 -1.068e-12 -5.02851e-12 -6.48951e-12 
841 -1.06932e-12 -5.02651e-12 -6.49097e-12 
842 -1.07063e-12 -5.03245e-12 -6.48388e-12 
843 -1.06412e-12 -5.04611e-12 -6.50506e-12 
844 -1.07326e-12 -5.05204e-12 -6.51914e-12 
845 -1.07457e-12 -5.05004e-12 -6.5206e-12 
846 -1.07588e-12 -5.05598e-12 -6.5135e-12 
847 -1.06937e-12 -5.06963e-12 -6.53468e-12 
848 -1.07851e-12 -5.07557e-12 -6.54875e-12 
849 -1.07982e-12 -5.07356e-12 -6.55021e-12 
850 -1.08114e-12 -5.0795e-12 -6.54311e-12 
851 -1.07462e-12 -5.09315e-12 -6.56428e-12 
852 -1.08376e-12 -5.09908e-12 -6.57835e-12 
853 -1.08507e-12 -5.09708e-12 -6.57981e-12 
854 -1.08639e-12 -5.103e-12 -6.57271e-12 
855 -1.07987e-12 -5.11666e-12 -6.59387e-12 
856 -1.08901e-12 -5.12258e-12 -6.60794e-12 
857 -1.09032e-12 -5.12058e-12 -6.6094e-12 
858 -1.09163e-12 -5.1265e-12 -6.60229e-12 
859 -1.08512e-12 -5.14015e-12 -6.62345e-12 
860 -1.09426e-12 -5.14608e-12 -6.63752e-12 
861 -1.09557e-12 -5.14407e-12 -6.63897e-12 
862 -1.09688e-12 -5.15e-12 -6.63186e-12 
863 -1.09037e-12 -5.16364e-12 -6.65302e-12 
864 -1.0995e-12 -5.16956e-12 -6.66709e-12 
865 -1.10082e-12 -5.16755e-12 -6.66854e-12 
866 -1.10213e-12 -5.17348e-12 -6.66142e-12 
867 -1.09562e-12 -5.18712e-12 -6.68258e-12 
868 -1.10476e-12 -5.19304e-12 -6.69665e-12 
869 -1.10609e-12 -5.19103e-12 -6.69809e-12 
870 -1.10743e-12 -5.19695e-12 -6.69097e-12 
871 -1.10092e-12 -5.21058e-12 -6.71212e-12 
872 -1.11015e-12 -5.21651e-12 -6.7262e-12 
873 -1.11198e-12 -5.21442e-12 -6.72772e-12 
874 -1.11382e-12 -5.22042e-12 -6.72051e-12 
875 -1.1074e-12 -5.23404e-12 -6.74165e-12 
876 -1.12296e-12 -5.24057e-12 -6.75634e-12 
877 -1.11509e-12 -5.24578e-12 -6.75056e-12 
878 -1.10718e-12 -5.24447e-12 -6.75066e-12 
879 -1.1071e-12 -5.25749e-12 -6.77117e-12 
880 -1.10706e-12 -5.27059e-12 -6.79244e-12 
881 -1.11476e-12 -5.26921e-12 -6.79326e-12 
882 -1.12251e-12 -5.27451e-12 -6.78675e-12 
883 -1.10686e-12 -5.28093e-12 -6.80068e-12 
884 -1.11648e-12 -5.28676e-12 -6.81466e-12 
885 -1.11788e-12 -5.28475e-12 -6.81609e-12 
886 -1.11929e-12 -5.29066e-12 -6.80896e-12 
887 -1.1133e-12 -5.30436e-12 -6.83017e-12 
888 -1.12245e-12 -5.31027e-12 -6.84424e-12 
889 -1.12377e-12 -5.30825e-12 -6.84567e-12 
890 -1.12508e-12 -5.31416e-12 -6.83853e-12 
891 -1.1186e-12 -5.32778e-12 -6.85965e-12 
892 -1.12773e-12 -5.33369e-12 -6.87372e-12 
893 -1.12903e-12 -5.33167e-12 -6.87515e-12 
894 -1.13034e-12 -5.33757e-12 -6.868e-12 
895 -1.12384e-12 -5.35119e-12 -6.88912e-12 
896 -1.13296e-12 -5.35709e-12 -6.90319e-12 
897 -1.13427e-12 -5.35507e-12 -6.90462e-12 
898 -1.13557e-12 -5.36098e-12 -6.89747e-12 
899 -1.12907e-12 -5.37459e-12 -6.91858e-12 
900 -1.13819e-12 -5.38049e-12 -6.93265e-12 
901 -1.13949e-12 -5.37847e-12 -6.93408e-12 
902 -1.1408e-12 -5.38437e-12 -6.92692e-12 
903 -1.13429e-12 -5.39798e-12 -6.94803e-12 
904 -1.14341e-12 -5.40388e-12 -6.9621e-12 
905 -1.14472e-12 -5.40186e-12 -6.96352e-12 
906 -1.14602e-12 -5.40776e-12 -6.95636e-12 
907 -1.13952e-12 -5.42136e-12 -6.97746e-12 
908 -1.14864e-12 -5.42726e-12 -6.99153e-12 
909 -1.14994e-12 -5.42524e-12 -6.99295e-12 
910 -1.15125e-12 -5.43113e-12 -6.98579e-12 
911 -1.14474e-12 -5.44474e-12 -7.00689e-12 
912 -1.15386e-12 -5.45063e-12 -7.02095e-12 
913 -1.15516e-12 -5.44861e-12 -7.02237e-12 
914 -1.15646e-12 -5.4545e-12 -7.0152e-12 
915 -1.14996e-12 -5.4681e-12 -7.0363e-12 
916 -1.15907e-12 -5.47399e-12 -7.05036e-12 
917 -1.16038e-12 -5.47197e-12 -7.05178e-12 
918 -1.16168e-12 -5.47786e-12 -7.0446e-12 
919 -1.15518e-12 -5.49145e-12 -7.0657e-12 
920 -1.16429e-12 -5.49734e-12 -7.07976e-12 
921 -1.16559e-12 -5.49532e-12 -7.08118e-12 
922 -1.1669e-12 -5.5012e-12 -7.074e-12 
923 -1.16039e-12 -5.5148e-12 -7.09508e-12 
924 -1.1695e-12 -5.52068e-12 -7.10915e-12 
925 -1.17081e-12 -5.51866e-12 -7.11056e-12 
926 -1.17211e-12 -5.52454e-12 -7.10337e-12 
927 -1.16561e-12 -5.53813e-12 -7.12446e-12 
928 -1.17472e-12 -5.54402e-12 -7.13852e-12 
929 -1.17602e-12 -5.54199e-12 -7.13993e-12 
