# Time-averaged data for fix data_saving
# TimeStep c_mytemp c_mypress v_myvol c_PE c_KE
29400000 810.612 -1451.1 100535 -19912.6 557.743
29500000 811.284 678.922 100301 -19912 558.205
29600000 817.676 474.576 100112 -19936.3 562.603
29700000 812.747 -302.816 100259 -19931.6 559.212
29800000 789.865 -1218.49 100474 -19918.9 543.468
29900000 822.408 -124.219 100391 -19911.9 565.859
30000000 794.094 481.103 100141 -19926 546.378
30100000 800.085 1157.43 100141 -19922.4 550.5
30200000 806.766 -149.861 100349 -19915 555.097
30300000 789.047 -705.633 100414 -19915 542.905
30400000 803.271 378.306 100213 -19921.9 552.692
30500000 800.841 438.084 100062 -19937.3 551.02
30600000 787.163 117.688 100195 -19926.8 541.609
30700000 804.789 -1041.87 100341 -19931.6 553.737
30800000 783.729 1043.75 100242 -19910.6 539.246
30900000 792.28 433.163 100063 -19934.1 545.13
31000000 787.639 -83.8259 100079 -19951.9 541.936
31100000 791.762 106.921 100223 -19920.5 544.773
31200000 790.91 -191.581 100233 -19932.1 544.187
31300000 781.207 386.105 100084 -19933.8 537.511
31400000 773.723 911.04 99984.4 -19941.1 532.361
31500000 790.143 32.6208 100060 -19946.5 543.659
31600000 785.904 -131.859 100181 -19932.1 540.743
31700000 797.05 -314.491 100136 -19942.6 548.412
31800000 780.216 375.271 100012 -19948.8 536.829
31900000 773.268 702.09 99953.4 -19947.9 532.049
32000000 774.169 -135.286 100037 -19954.1 532.668
32100000 785.878 -790.765 100117 -19952.7 540.725
32200000 764.966 -460.042 100026 -19951.4 526.336
32300000 783.046 532.286 99889.1 -19959.2 538.776
32400000 771.413 -415.826 99939.5 -19963.8 530.772
32500000 789.218 -1084.32 100087 -19955.5 543.023
32600000 766.145 -1665.96 100076 -19967.9 527.147
32700000 776.734 769.727 99871.3 -19949.3 534.433
32800000 783.154 1432.45 99788.4 -19952.6 538.85
32900000 774.314 600.146 99948.5 -19954.6 532.768
33000000 775.24 -1190.05 100078 -19962.3 533.405
33100000 753.897 -543.497 99924.7 -19967.4 518.72
33200000 770.399 398.424 99742.3 -19973.5 530.074
33300000 770.625 784 99798 -19963.5 530.23
33400000 767.979 -916.107 99960.2 -19965.1 528.409
33500000 759.57 -598.591 99966.3 -19960.5 522.623
33600000 758.994 140.05 99751.2 -19976 522.227
33700000 768.88 1017.4 99625.4 -19978.1 529.029
33800000 753.11 83.7186 99827.1 -19974.9 518.178
33900000 746.917 -562.598 99990.8 -19963.2 513.917
34000000 750.95 80.4101 99831.9 -19961.5 516.692
34100000 759.837 1400.29 99557.3 -19982.5 522.807
34200000 766.813 1158.26 99637.4 -19973.5 527.607
34300000 753.224 -1582.19 99941.9 -19982.5 518.257
34400000 750.045 -1041.07 99914 -19972.3 516.07
34500000 747.867 1316.64 99589.5 -19974.1 514.571
34600000 766.883 1636.68 99500.5 -19983.7 527.655
34700000 766.004 -411.905 99769.8 -19976.9 527.05
34800000 747.134 -795.603 99939.6 -19964.1 514.067
34900000 767.534 148.366 99691.4 -19978.3 528.103
35000000 757.122 625.893 99455.3 -19994 520.939
35100000 756.637 -103.409 99580.9 -20003.2 520.606
35200000 743.388 -541.876 99803.5 -19973.6 511.489
35300000 753.802 -769.498 99722.2 -19992 518.655
35400000 747.567 1382.48 99461.9 -19992.3 514.365
