# Time-averaged data for fix data_saving
# TimeStep c_mytemp c_mypress v_myvol c_PE c_KE
36900 2005.68 139773 89144.2 -18932.9 1380.01
37000 2027.6 139394 89151.4 -18944.4 1395.09
37100 1989.41 140348 89158.6 -18914.7 1368.82
37200 2003.67 140165 89165.8 -18921.1 1378.63
37300 2025.14 139053 89173 -18932.6 1393.4
37400 2002.29 139890 89180.2 -18913.8 1377.68
37500 2004.37 140120 89187.5 -18912.2 1379.11
37600 2032.86 140196 89194.8 -18929 1398.71
37700 2009.39 139758 89202 -18910.5 1382.56
37800 2027.07 139401 89209.3 -18920.6 1394.73
37900 2031.6 140103 89216.6 -18922.1 1397.85
38000 2031.86 140180 89223.9 -18921 1398.03
38100 2044.86 139905 89231.3 -18928.9 1406.97
38200 2034.24 139489 89238.6 -18920.9 1399.66
38300 2033.43 140063 89245.9 -18919.9 1399.1
38400 2044.61 139598 89253.3 -18927.5 1406.8
38500 2013.95 140308 89260.7 -18906.6 1385.71
38600 2013.15 139718 89268 -18906.6 1385.15
38700 2031.14 139052 89275.4 -18919.8 1397.53
38800 2013.24 139952 89282.8 -18908.6 1385.22
38900 2013.85 139772 89290.2 -18910.4 1385.63
39000 2015.94 139023 89297.7 -18913.7 1387.07
39100 2018.75 138773 89305.1 -18917.7 1389.01
39200 2016.67 139009 89312.5 -18918.6 1387.57
39300 2015.81 139191 89320 -18920.4 1386.98
39400 2011.01 138408 89327.5 -18919.7 1383.68
39500 2020.85 138154 89334.9 -18929.4 1390.45
39600 1996.58 138857 89342.4 -18915.8 1373.75
39700 1992.95 138933 89349.9 -18916.5 1371.25
39800 1974.48 139324 89357.4 -18907.1 1358.54
39900 2007.47 137837 89364.9 -18933.1 1381.24
40000 1987.19 138481 89372.4 -18922.6 1367.29
40100 1987.59 138261 89372.5 -18922.9 1367.56
40200 1994.57 138293 89372.5 -18927.9 1372.37
40300 1989.45 137698 89372.6 -18924.8 1368.84
40400 1998.13 137410 89372.6 -18931.1 1374.82
40500 2029.67 136693 89372.7 -18953.4 1396.52
40600 2002.57 137605 89372.9 -18935.7 1377.87
40700 1989.53 137902 89373 -18928.1 1368.9
40800 1990.97 137308 89373.2 -18931 1369.89
40900 1994.87 138186 89373.4 -18936.1 1372.57
41000 1987.37 137436 89373.6 -18933.9 1367.41
41100 1992.6 137498 89373.8 -18941.2 1371.01
41200 1975.95 137600 89374.1 -18934 1359.56
41300 1961.35 137568 89374.3 -18928.9 1349.51
41400 1970.13 137000 89374.6 -18940.1 1355.55
41500 1973.22 136514 89375 -18947.7 1357.68
41600 1988.23 135992 89375.3 -18963.4 1368
41700 1956.8 136880 89375.7 -18946.7 1346.38
41800 1960.65 136601 89376.1 -18953.6 1349.03
41900 1977.97 136140 89376.5 -18969.3 1360.95
42000 1947.33 136317 89376.9 -18951.6 1339.86
42100 1945.66 135646 89377.4 -18953.5 1338.71
42200 1948.81 136192 89377.9 -18958.5 1340.88
42300 1937.92 135929 89378.4 -18954 1333.39
42400 1924.78 136405 89378.9 -18947.9 1324.35
42500 1939.14 136272 89379.4 -18960.9 1334.23
42600 1936.53 135439 89380 -18962.6 1332.44
42700 1937.98 135747 89380.6 -18967.4 1333.43
42800 1917.05 135469 89381.2 -18957.2 1319.03
42900 1956.34 134641 89381.9 -18988.8 1346.06
43000 1930.18 135149 89382.5 -18975.5 1328.07
43100 1956.7 133949 89383.2 -18998.6 1346.31
43200 1944.28 134133 89383.9 -18995 1337.76
43300 1927.92 134573 89384.6 -18989.1 1326.51
43400 1949.3 133192 89385.4 -19009.3 1341.22
43500 1952.59 132919 89386.1 -19017.1 1343.48
43600 1941.51 132782 89386.9 -19015.1 1335.86
43700 1893.46 133932 89387.7 -18987.7 1302.8
43800 1919.28 132739 89388.6 -19010.9 1320.56
43900 1893.52 133129 89389.4 -18998.5 1302.84
44000 1910.42 132436 89390.3 -19015.6 1314.47
44100 1880.49 133511 89391.2 -19000.4 1293.87
44200 1892.32 132253 89392.1 -19013.9 1302.01
44300 1913.71 132065 89393.1 -19034.1 1316.73
44400 1895.67 131970 89394 -19027.2 1304.32
44500 1854.49 133112 89395 -19004.6 1275.99
44600 1832.67 133031 89396 -18995.2 1260.97
44700 1864.2 132069 89397 -19022.3 1282.67
44800 1857.72 131413 89398.1 -19023.4 1278.21
44900 1874.64 130769 89399.2 -19040.9 1289.85
45000 1854.92 131215 89400.2 -19033.2 1276.28
45100 1819.85 131568 89401.4 -19015 1252.15
45200 1852.34 130465 89402.5 -19043.2 1274.51
45300 1873.3 129635 89403.6 -19063.5 1288.93
45400 1855.76 129911 89404.8 -19057.4 1276.86
45500 1833.03 130053 89406 -19047.8 1261.22
45600 1842.33 130036 89407.2 -19060.2 1267.62
45700 1828.64 129146 89408.5 -19056.8 1258.2
45800 1814.96 129500 89409.7 -19053.2 1248.79
45900 1846.41 128752 89411 -19080.7 1270.42
46000 1838.36 128155 89412.3 -19081.2 1264.89
46100 1830.47 128197 89413.7 -19081.9 1259.46
46200 1800.54 128768 89415 -19067.8 1238.87
46300 1799.24 128645 89416.4 -19073.2 1237.97
46400 1794.94 128304 89417.8 -19076.5 1235.01
46500 1777.47 128736 89419.2 -19070.6 1222.99
46600 1797.53 127347 89420.6 -19090.4 1236.8
46700 1788.9 127146 89422 -19090.4 1230.85
46800 1803.23 127212 89423.5 -19106.5 1240.72
46900 1794.31 126872 89425 -19106.6 1234.58
47000 1793 126880 89426.5 -19111.9 1233.68
47100 1786.85 126125 89428 -19113.8 1229.45
47200 1785.95 125956 89429.6 -19119.3 1228.82
47300 1747.82 126697 89431.2 -19099.2 1202.59
47400 1768.74 125897 89432.8 -19119.6 1216.98
47500 1764.76 125321 89434.4 -19122.9 1214.25
47600 1733.66 126513 89436 -19107.6 1192.85
47700 1739.97 125409 89437.7 -19118.1 1197.19
47800 1741.16 125774 89439.4 -19125.1 1198.01
47900 1747.99 124977 89441.1 -19136 1202.7
48000 1733 124571 89442.8 -19131.9 1192.4
48100 1727.37 124244 89444.5 -19134.3 1188.52
48200 1720.91 124386 89446.3 -19136.2 1184.07
48300 1707.47 124251 89448.1 -19133.1 1174.83
48400 1711.55 123354 89449.9 -19142 1177.63
48500 1726.54 122893 89451.7 -19158.4 1187.95
48600 1720.22 122836 89453.5 -19160.1 1183.6
48700 1708.25 123159 89455.4 -19157.9 1175.36
48800 1698.79 123211 89457.3 -19157.6 1168.86
48900 1693.67 122717 89459.2 -19160.3 1165.33
49000 1711.47 121477 89461.1 -19178.8 1177.58
49100 1684.15 122323 89463 -19166.1 1158.79
49200 1683.81 121554 89465 -19172.1 1158.55
49300 1676.01 121911 89467 -19172.9 1153.18
49400 1660.05 122183 89469 -19168.2 1142.2
49500 1673.41 121609 89471 -19183.9 1151.39
49600 1665.83 120630 89473 -19185.1 1146.18
49700 1664.69 120708 89475.1 -19190.5 1145.39
49800 1698.36 119818 89477.2 -19219.9 1168.56
49900 1650.87 120311 89479.2 -19193.5 1135.88
50000 1651.77 120344 89481.4 -19200.3 1136.5
50100 1641.37 120490 89483.5 -19199.2 1129.35
50200 1661.79 119151 89485.7 -19219.4 1143.39
50300 1662.55 118772 89487.8 -19226.3 1143.92
50400 1627.35 119527 89490 -19208.5 1119.7
50500 1627.44 118961 89492.3 -19214.9 1119.76
50600 1615.49 119171 89494.5 -19213 1111.54
50700 1618.14 119058 89496.7 -19221 1113.37
50800 1610.65 118865 89499 -19221.9 1108.21
50900 1599.91 118523 89501.3 -19220.5 1100.82
51000 1595.42 118539 89503.6 -19223.5 1097.73
51100 1599.57 118272 89506 -19232.5 1100.59
51200 1602.28 117651 89508.3 -19240.4 1102.45
51300 1593.82 116826 89510.7 -19240.7 1096.63
51400 1610.08 116421 89513.1 -19258.2 1107.82
51500 1612.74 115996 89515.5 -19266.4 1109.65
